gene_id	chr	gene_name	start	end	strand	description
YDL191W	4	RPL35A	117664	118517	W	Ribosomal 60S subunit protein L35A; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35A has a paralog, RPL35B, that arose from the whole genome duplication
YDL190C	4	UFD2	121592	118707	C	Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3
YDL189W	4	RBS1	122216	123589	W	Protein of unknown function; identified as a high copy suppressor of psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; proposed to bind single-stranded nucleic acids via its R3H domain
YDL188C	4	PPH22	124998	123865	C	Catalytic subunit of protein phosphatase 2A (PP2A); functionally redundant with Pph21p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; protein abundance increases in response to DNA replication stress; PPH22 has a paralog, PPH21, that arose from the whole genome duplication
YDL186W	4		125616	126449	W	Putative protein of unknown function; YDL186W is not an essential gene
YDL187C	4		125838	125509	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YDL185W	4	VMA1	126787	130002	W	Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease
YDL185C-A	4		126835	126608	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YDL185W; identified by homology with hemiascomycetous yeast species
YDL184C	4	RPL41A	130484	130407	C	Ribosomal 60S subunit protein L41A; comprises only 25 amino acids; rpl41a rpl41b double null mutant is viable; homologous to mammalian ribosomal protein L41, no bacterial homolog; RPL41A has a paralog, RPL41B, that arose from the whole genome duplication
YDL183C	4		131833	130871	C	Mitochondrial inner-membrane protein thought to be involved in the formation of an active mitochondrial K+/H+ exchanger (KHE) system; non-essential gene
YDL182W	4	LYS20	133437	134723	W	Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; LYS20 has a paralog, LYS21, that arose from the whole genome duplication
YDL181W	4	INH1	135179	135436	W	Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog, STF1, that arose from the whole genome duplication
YDL180W	4		135896	137539	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
YDL179W	4	PCL9	138291	139205	W	Cyclin; forms a functional kinase complex with Pho85p cyclin-dependent kinase (Cdk), expressed in late M/early G1 phase, activated by Swi5p; PCL9 has a paralog, PCL2, that arose from the whole genome duplication
YDL178W	4	DLD2	139522	141114	W	D-lactate dehydrogenase; located in the mitochondrial matrix
YDL177C	4		141721	141209	C	Putative protein of unknown function; similar to the mouse IMPACT gene; YDL177C is not an essential gene
YDL176W	4		142097	144223	W	Protein of unknown function, predicted by computational methods to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; interacts with components of the GID complex; YDL176W is not an essential gene
YDL175C	4	AIR2	145518	144484	C	RNA-binding subunit of the TRAMP nuclear RNA surveillance complex; involved in nuclear RNA processing and degradation; involved in TRAMP complex assembly as a bridge between Mtr4p and Trf4p; stimulates the poly(A) polymerase activity of Pap2p in vitro; has 5 zinc knuckle motifs; AIR2 has a paralog, AIR1, that arose from the whole genome duplication; Air2p and Air1p have nonredundant roles in regulation of substrate specificity of the exosome
YDL174C	4	DLD1	147589	145826	C	D-lactate dehydrogenase, oxidizes D-lactate to pyruvate, transcription is heme-dependent, repressed by glucose, and derepressed in ethanol or lactate; located in the mitochondrial inner membrane
YDL173W	4	PAR32	148191	149078	W	Putative protein of unknown function; hyperphosphorylated upon rapamycin treatment in a Tap42p-dependent manner; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; PAR32 is not an essential gene
YDL172C	4		149086	148607	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YDL171C	4	GLT1	155640	149203	C	NAD(+)-dependent glutamate synthase (GOGAT), synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source
YDL170W	4	UGA3	156318	157904	W	Transcriptional activator necessary for gamma-aminobutyrate (GABA)-dependent induction of GABA genes (such as UGA1, UGA2, UGA4); zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus
YDL169C	4	UGX2	158735	158064	C	Protein of unknown function, transcript accumulates in response to any combination of stress conditions
YDL168W	4	SFA1	159604	160764	W	Bifunctional alcohol dehydrogenase and formaldehyde dehydrogenase; formaldehyde dehydrogenase activity is glutathione-dependent; functions in formaldehyde detoxification and formation of long chain and complex alcohols, regulated by Hog1p-Sko1p; protein abundance increases in response to DNA replication stress
YDL167C	4	NRP1	163154	160995	C	Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis
YDL166C	4	FAP7	164042	163449	C	Essential NTPase required for small ribosome subunit synthesis, mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p, may be the endonuclease for site D
YDL165W	4	CDC36	164290	164865	W	Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor
YDL163W	4		166956	167258	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CDC9/YDL164C encoding DNA ligase
YDL164C	4	CDC9	167254	164987	C	DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication; also acts in nucleotide excision repair, base excision repair, and recombination
YDL161W	4	ENT1	167714	169078	W	Epsin-like protein involved in endocytosis and actin patch assembly; functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif at C-terminus; relocalizes from bud neck to cytoplasm upon DNA replication stress; ENT1 has a paralog, ENT2, that arose from the whole genome duplication
YDL162C	4		167715	167359	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ENT1/YDL161W, a verified gene involved in endocytosis and actin cortical patch assembly
YDL160C-A	4	MHF2	169608	169366	C	Component of the heterotetrameric MHF histone-fold complex; in humans the MMF complex interacts with both DNA and Mph1p ortholog FANCM to stabilize and remodel blocked replication forks and repair damaged DNA; mhf2 srs2 double mutants are MMS hypersensitive; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-X, also known as MHF2
YDL160C	4	DHH1	171930	170410	C	Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping; coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation; C-terminus of Dhh1p interacts with Ngr1p and promotes POR1, but not EDC1 mRNA decay; forms cytoplasmic foci upon DNA replication stress
YDL159W-A	4		172182	172313	W	Putative protein of unknown function; identified by sequence comparison with hemiascomycetous yeast species
YDL159W	4	STE7	172481	174028	W	Signal transducing MAP kinase kinase; involved in pheromone response where it phosphorylates Fus3p; involved in the pseudohyphal/invasive growth pathway where it phosphorylates of Kss1p; phosphorylated by Ste11p; degraded by ubiquitin pathway
YDL159C-B	4		173232	173056	C	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YDL158C	4		174174	173866	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YDL157C	4		174588	174232	C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YDL156W	4	CMR1	174918	176486	W	DNA-binding protein with preference for UV-damaged DNA; protein sequence contains three WD domains (WD-40 repeat); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; potential regulatory target of Mbp1p, which binds to the promoter region; co-localizes with Hos2p in nuclear foci in response to DNA damage by MMS
YDL155W	4	CLB3	176773	178056	W	B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog, CLB4, that arose from the whole genome duplication
YDL154W	4	MSH5	178334	181039	W	Protein of the MutS family, forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans
YDL152W	4		182822	183187	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SAS10/YDL153C, a component of the small ribosomal subunit processosome
